Efficient Cooling of Turbine Disks,James Block,,Phase I,Creare LLC,69958,,GRC
Error Analysis for Computational Fluid Dynamics,James Block,,Phase I,Creare LLC,69640,,ARC
Fluid Temperature Determination from Surface Temperatures and Heat Fluxes,Randal Gauthier,,Phase I,RDF Corp,50940,,SSC
High-Resolution Low-Taper Excimer-Laser Machining of Thick Materials,Clifford Gabay,,Phase I,Resonetics Inc,70000,,GSFC
Fluid-Structure Interaction Using Unstructured Meshes,Linda Spencer-Green,,Phase I,Fluent Inc,69770,,GRC
Generating Distributed Applications from Formal Object-Oriented Specifications,Robert McKenzie,,Phase I,SureObjects,65612,,JSC
Heat Exchanger and Reactor for Endothermic Fuels in Hypersonic Propulsion Systems,James Block,,Phase I,Creare LLC,68800,,LaRC
Non-Invasive in Vivo Bubble-Sizing Instrument,James Block,,Phase II,Creare LLC,593213,,JSC
Heat Exchanger and Reactor for Endothermic Fuels in Hypersonic Propulsion Systems,James Block,,Phase II,Creare LLC,600000,,LaRC
Fluid-Structure Interaction Using Unstructured Meshes,Linda Spencer-Green,,Phase II,Fluent Inc,599210,,GRC
Transient Computer Code for Two-Phase Systems in Microgravity,James Block,,Phase I,Creare LLC,69926,,GRC
Non-Invasive In Vivo Bubble-Sizing Instrument,James Block,,Phase I,Creare LLC,62553,,JSC
